,L0,L1
133,0.4839948,0.4937593
134,0.4874178,0.4973139
135,0.4908199,0.5007782
136,0.4942158,0.5042472
137,0.4976283,0.5077636
138,0.5010263,0.5112912
139,0.5044241,0.5147659
140,0.5078554,0.5199867
141,0.5112846,0.5239598
142,0.5146366,0.5274428
143,0.5180951,0.5309681
144,0.5214677,0.5344554
145,0.5248595,0.5379371
146,0.5282305,0.5414284
147,0.531645,0.5466349
148,0.5350407,0.5506762
149,0.5384513,0.5541224
150,0.5418493,0.5575908
151,0.5452908,0.561137
152,0.5486954,0.5646263
153,0.5521012,0.5681182
154,0.5554743,0.5715995
155,0.5589075,0.5751241
156,0.5623368,0.578612
157,0.5657515,0.5820971
158,0.569166,0.585691
159,0.5725931,0.5892016
160,0.5760244,0.5926868
161,0.5794473,0.59626
162,0.5828597,0.5997327
163,0.5862535,0.6032556
164,0.5896701,0.6068845
165,0.5930807,0.6103577
166,0.5964931,0.6139055
167,0.5999285,0.6173971
168,0.6033807,0.6209221
169,0.6067556,0.6244202
170,0.6102409,0.6279327
171,0.6136138,0.6313933
172,0.616995,0.634889
173,0.6204075,0.6383455
174,0.6238244,0.6418536
175,0.6272389,0.6453684
176,0.6306306,0.6488408
177,0.6340661,0.6523036
178,0.6374887,0.6558035
179,0.6408969,0.6593122
180,0.6444242,0.6628827
181,0.6478447,0.6663746
182,0.6513075,0.669862
183,0.6547614,0.6733785
184,0.6582221,0.6768973
185,0.6616782,0.6803828
186,0.6650826,0.6839014
187,0.6700535,0.6873639
188,0.6741677,0.6908513
189,0.6775805,0.6960245
190,0.6809971,0.7000954
191,0.6878223,0.7036371
192,0.6928807,0.7070911
193,0.6969574,0.7142287
194,0.7003661,0.718283
195,0.703872,0.72181
196,0.7072994,0.7253184
197,0.7106906,0.72891
198,0.7141141,0.7324641
199,0.7175741,0.7359559
200,0.7209993,0.7395414
201,0.7244013,0.7430245
202,0.7278136,0.7465724
203,0.731341,0.7500764
204,0.7347782,0.7536202
205,0.7381929,0.7570724
206,0.741574,0.760585
207,0.7449471,0.7656891
208,0.748374,0.7697683
209,0.7517992,0.7733164
210,0.7589118,0.7768809
211,0.7628576,0.7803785
212,0.7662244,0.7839058
213,0.7696701,0.787385
214,0.7730537,0.7909077
215,0.77652,0.7943642
216,0.7799162,0.797858
217,0.7833243,0.8014536
218,0.7867869,0.805033
219,0.7901826,0.8085725
220,0.7936307,0.8120579
221,0.7970451,0.8155372
222,0.8004933,0.8189976
223,0.8039388,0.8224453
224,0.8073598,0.8259789
225,0.8107537,0.8294601
226,0.8142473,0.8329809
227,0.8177262,0.8364955
228,0.8211032,0.8408788
229,0.8244931,0.8450496
230,0.8279408,0.8485871
231,0.8313347,0.8521268
232,0.8347574,0.855658
233,0.8381952,0.8592329
234,0.8415825,0.8627391
235,0.8449972,0.8662372
236,0.8484013,0.8696744
237,0.8517931,0.8731872
238,0.8552722,0.876687
239,0.8587305,0.8802621
240,0.862143,0.8837413
241,0.8655159,0.8872409
242,0.8690243,0.8907809
243,0.8724056,0.894295
244,0.8759371,0.897812
245,0.879339,0.9013056
246,0.8827786,0.9047539
247,0.8862327,0.9082513
248,0.8896703,0.911731
249,0.8930701,0.9152368
250,0.8964787,0.9188163
251,0.9000036,0.9222681
252,0.9034016,0.9257914
253,0.9068307,0.9292471
254,0.9102955,0.932779
255,0.9137036,0.9362369
256,0.9171641,0.9397246
257,0.9205724,0.9432307
258,0.9239848,0.9466851
259,0.9273848,0.9502222
260,0.930862,0.9537642
261,0.9342391,0.9572784
262,0.9376537,0.9623767
263,0.9410558,0.9664619
264,0.9444413,0.9699373
265,0.9478535,0.9734452
266,0.9512618,0.9769641
267,0.9547223,0.9804784
268,0.9581077,0.9839329
269,0.9615119,0.9890452
270,0.9649055,0.9930643
271,0.9683306,0.9966036
272,0.9716848,1.000052
273,0.9751181,1.003545
274,0.9785532,1.007964
275,0.9820078,1.011793
276,0.985472,1.015248
277,0.9888702,1.018731
278,0.9923241,1.022256
279,0.9957473,1.025735
280,0.999195,1.029212
281,1.002654,1.03431
282,1.006041,1.038435
283,1.009441,1.041962
284,1.01291,1.045508
285,1.016308,1.049058
286,1.019795,1.054156
287,1.023189,1.058268
288,1.026693,1.061793
289,1.031899,1.065266
290,1.035802,1.068773
291,1.039239,1.072366
292,1.042635,1.07586
293,1.046068,1.079354
294,1.049431,1.082856
295,1.052862,1.086404
296,1.05627,1.0899
297,1.059705,1.093481
298,1.063235,1.096949
299,1.06667,1.10046
300,1.070081,1.104012
301,1.073593,1.107491
302,1.077029,1.11107
303,1.080414,1.114589
304,1.085597,1.118064
305,1.089647,1.121514
306,1.094935,1.125087
307,1.09891,1.130231
308,1.102301,1.134368
309,1.105775,1.137908
310,1.109276,1.14135
311,1.112685,1.144814
312,1.116135,1.149956
313,1.119579,1.153966
314,1.122964,1.157546
315,1.126462,1.161041
316,1.129885,1.164592
317,1.133308,1.168141
318,1.136712,1.171677
319,1.140098,1.175166
320,1.143526,1.178652
321,1.146987,1.182216
322,1.150393,1.185706
323,1.153856,1.189214
324,1.157287,1.192719
325,1.160705,1.19617
326,1.164106,1.199664
327,1.167574,1.203166
328,1.171029,1.20666
329,1.176237,1.210104
330,1.18042,1.213739
331,1.183985,1.217191
332,1.187406,1.22071
333,1.19083,1.224191
334,1.194314,1.229341
335,1.197777,1.233402
336,1.201177,1.236945
337,1.204606,1.240468
338,1.208045,1.243939
339,1.211485,1.247512
340,1.214912,1.251002
341,1.218331,1.254481
342,1.221785,1.258002
343,1.225183,1.261477
344,1.22861,1.264968
345,1.233824,1.268458
346,1.237714,1.271948
347,1.241137,1.275464
348,1.244541,1.278983
349,1.24796,1.282462
350,1.251379,1.285937
351,1.254787,1.289408
352,1.258229,1.292915
353,1.261656,1.296408
354,1.265079,1.299923
355,1.268493,1.303423
356,1.271868,1.306946
357,1.275287,1.310418
358,1.27872,1.313946
359,1.282141,1.317479
360,1.285558,1.320973
361,1.288981,1.324508
362,1.292383,1.328019
363,1.295831,1.331588
364,1.299279,1.336733
365,1.302691,1.340714
366,1.306135,1.344229
367,1.309574,1.347714
368,1.312964,1.351258
369,1.316393,1.354698
370,1.319829,1.358219
371,1.323252,1.361687
372,1.326677,1.365225
373,1.3301,1.368729
374,1.333516,1.372269
375,1.336902,1.377594
376,1.340335,1.381636
377,1.343723,1.38515
378,1.347175,1.388648
379,1.350564,1.392146
380,1.354052,1.395731
381,1.35746,1.399273
382,1.360866,1.402727
383,1.364277,1.406175
384,1.369347,1.409679
385,1.373452,1.41325
386,1.376816,1.41676
387,1.380206,1.421923
388,1.383629,1.426267
389,1.387025,1.429756
390,1.390487,1.433321
391,1.393912,1.436796
392,1.397356,1.44036
393,1.400791,1.445646
394,1.404183,1.449781
395,1.407704,1.453289
396,1.411079,1.456794
397,1.414523,1.460285
398,1.417954,1.463752
399,1.42145,1.467258
400,1.424906,1.470814
401,1.428323,1.474279
402,1.431766,1.477825
403,1.435181,1.481354
404,1.438585,1.486477
405,1.446066,1.490569
406,1.450117,1.494127
407,1.453493,1.497629
408,1.45695,1.50121
409,1.460373,1.504794
410,1.463802,1.508325
411,1.467229,1.511865
412,1.470616,1.515396
413,1.474012,1.518865
414,1.477396,1.522467
415,1.480771,1.527604
416,1.484164,1.531719
417,1.487604,1.535285
418,1.491002,1.538777
419,1.494402,1.542338
420,1.497798,1.545877
421,1.501181,1.550987
422,1.504539,1.555071
423,1.507912,1.558554
424,1.511264,1.562104
425,1.514644,1.565721
426,1.518025,1.5692
427,1.521464,1.574431
428,1.528202,1.578385
429,1.531575,1.58191
430,1.534952,1.585375
431,1.538385,1.588831
432,1.541741,1.593173
433,1.545106,1.597181
434,1.548554,1.600635
435,1.551966,1.605925
436,1.555375,1.609736
437,1.558841,1.613156
438,1.56221,1.618223
439,1.565639,1.622369
440,1.568989,1.625794
441,1.5724,1.629392
442,1.575804,1.632856
443,1.579164,1.63631
444,1.582604,1.639715
445,1.586004,1.64316
446,1.58945,1.646671
447,1.592856,1.650125
448,1.596262,1.653602
449,1.599631,1.657088
450,1.603112,1.660483
451,1.606496,1.663931
452,1.609963,1.66736
453,1.613341,1.670781
454,1.616748,1.674229
455,1.620171,1.680392
456,1.623554,1.68444
457,1.626904,1.687862
458,1.630352,1.691354
459,1.633704,1.694806
460,1.637108,1.698271
461,1.640479,1.701769
462,1.643871,1.705269
463,1.647248,1.708731
464,1.650587,1.713963
465,1.654006,1.718023
466,1.657433,1.721473
467,1.660862,1.724881
468,1.664277,1.728336
469,1.667689,1.731779
470,1.671037,1.735254
471,1.674471,1.738679
472,1.677858,1.742167
473,1.681206,1.745627
474,1.684596,1.749317
475,1.691294,1.752754
476,1.694758,1.756252
477,1.698152,1.759921
478,1.701533,1.765077
479,1.706742,1.769152
480,1.710804,1.77259
481,1.714177,1.776004
482,1.71761,1.779485
483,1.720983,1.782904
484,1.724339,1.786344
485,1.727679,1.789788
486,1.731081,1.793248
487,1.734427,1.79674
488,1.739429,1.800225
489,1.743494,1.803629
490,1.74691,1.807069
491,1.750277,1.81059
492,1.753675,1.814006
493,1.757041,1.817452
494,1.760458,1.820865
495,1.763833,1.824333
496,1.767189,1.827913
497,1.770585,1.833058
498,1.777442,1.837169
499,1.780908,1.84241
500,1.785925,1.846533
501,1.789983,1.850025
502,1.793354,1.855175
503,1.796842,1.859227
504,1.800275,1.86271
505,1.803644,1.866161
506,1.807052,1.869592
507,1.810529,1.873121
508,1.813887,1.876598
509,1.817323,1.880125
510,1.820758,1.883596
511,1.824171,1.887117
512,1.827598,1.890542
513,1.831021,1.893998
514,1.83441,1.897442
515,1.837783,1.90094
516,1.841158,1.904385
517,1.844562,1.907835
518,1.847969,1.911348
519,1.851356,1.914813
520,1.854785,1.918263
521,1.858154,1.921744
522,1.863333,1.92519
523,1.867204,1.928721
524,1.870577,1.932146
525,1.873967,1.935711
526,1.877365,1.939213
527,1.88076,1.942696
528,1.884114,1.946144
529,1.889102,1.949575
530,1.893175,1.953052
531,1.896598,1.956484
532,1.900042,1.959973
533,1.903471,1.963431
534,1.906835,1.967006
535,1.910275,1.970444
536,1.913658,1.974004
537,1.917027,1.977488
538,1.920396,1.981033
539,1.923777,1.98455
540,1.927229,1.987942
541,1.930596,1.991431
542,1.93555,1.994867
543,1.939602,1.998325
544,1.943019,2.00179
545,1.946421,2.005252
546,1.949804,2.008732
547,1.954933,2.012277
548,1.958996,2.015742
549,1.962379,2.019213
550,1.965756,2.022742
551,1.969154,2.026221
552,1.972546,2.029667
553,1.975948,2.033158
554,1.97936,2.036654
555,1.982737,2.040159
556,1.986152,2.043673
557,1.989577,2.047142
558,1.992988,2.050677
559,1.99796,2.055827
560,2.002,2.05984
561,2.005369,2.063284
562,2.008706,2.066746
563,2.012179,2.070217
564,2.015533,2.075486
565,2.018923,2.079419
566,2.022329,2.082896
567,2.025735,2.086415
568,2.029154,2.089944
569,2.032495,2.0934
570,2.035923,2.096854
571,2.039298,2.100319
572,2.042717,2.103832
573,2.046098,2.10734
574,2.051135,2.110788
575,2.055227,2.114246
576,2.058662,2.117787
577,2.061987,2.121258
578,2.065423,2.124677
579,2.06884,2.1281
580,2.075625,2.131573
581,2.079035,2.135025
582,2.085773,2.138454
583,2.089275,2.141917
584,2.092704,2.145361
585,2.096083,2.150596
586,2.099496,2.154557
587,2.102898,2.158046
588,2.106342,2.161515
589,2.1097,2.164936
590,2.113088,2.168521
591,2.118094,2.171965
592,2.123496,2.175444
593,2.127531,2.17893
594,2.130931,2.182409
595,2.134298,2.185882
596,2.137733,2.18935
597,2.141094,2.19284
598,2.144465,2.196284
599,2.147833,2.199823
600,2.151208,2.203325
601,2.154642,2.206779
602,2.158037,2.211902
603,2.162981,2.215944
604,2.16715,2.219469
605,2.170515,2.222936
606,2.173934,2.226404
607,2.177271,2.229909
608,2.180681,2.233454
609,2.184102,2.2369
610,2.187523,2.240398
611,2.190881,2.243923
612,2.194281,2.247336
613,2.197731,2.250798
614,2.201108,2.254259
615,2.204483,2.257773
616,2.207861,2.261213
617,2.211281,2.264644
618,2.214623,2.268221
619,2.218081,2.271806
620,2.221458,2.275208
621,2.224817,2.280436
622,2.228223,2.284546
623,2.23165,2.288098
624,2.235054,2.291644
625,2.238398,2.296971
626,2.241756,2.301086
627,2.245188,2.304535
628,2.24859,2.308013
629,2.251963,2.311504
630,2.255331,2.314996
631,2.258735,2.31845
632,2.262133,2.321988
633,2.265498,2.325461
634,2.268912,2.328978
635,2.272296,2.332436
636,2.27571,2.335907
637,2.279087,2.339377
638,2.282469,2.342882
639,2.285877,2.346338
640,2.289219,2.349884
641,2.292637,2.353361
642,2.296058,2.356848
643,2.299433,2.36035
644,2.302813,2.363819
645,2.306191,2.36728
646,2.309571,2.370733
647,2.313,2.374159
648,2.316371,2.377628
649,2.319798,2.381163
650,2.323189,2.386292
651,2.32664,2.391863
652,2.330017,2.395996
653,2.333417,2.399453
654,2.336807,2.402919
655,2.340269,2.406357
656,2.343656,2.409832
657,2.347052,2.413305
658,2.350475,2.41675
659,2.353863,2.420205
660,2.357294,2.423686
661,2.362306,2.427159
662,2.366371,2.430717
663,2.369844,2.434236
664,2.373188,2.437732
665,2.378206,2.44124
666,2.382244,2.444761
667,2.389263,2.448275
668,2.393323,2.45175
669,2.396686,2.45525
670,2.400075,2.458742
671,2.403484,2.462301
672,2.406848,2.465757
673,2.410259,2.469311
674,2.413673,2.472855
675,2.41709,2.476271
676,2.420481,2.479838
677,2.423865,2.4833
678,2.427313,2.488378
679,2.430711,2.492476
680,2.434129,2.495921
681,2.437536,2.499407
682,2.440975,2.502903
683,2.444388,2.506386
684,2.447786,2.509946
685,2.451221,2.513375
686,2.454594,2.516971
687,2.459635,2.520584
688,2.463715,2.523998
689,2.467107,2.527598
690,2.47049,2.531111
691,2.4739,2.534565
692,2.4773,2.538094
693,2.480721,2.541592
694,2.484098,2.545106
695,2.487482,2.548623
696,2.490865,2.552121
697,2.494304,2.555602
698,2.497692,2.559109
699,2.501119,2.562611
700,2.5045,2.566069
701,2.507913,2.569557
702,2.5113,2.573023
703,2.514711,2.576498
704,2.518107,2.579982
705,2.521532,2.583586
706,2.524954,2.587059
707,2.52839,2.590546
708,2.531773,2.59413
709,2.535161,2.597661
710,2.538563,2.601111
711,2.541959,2.604642
712,2.545377,2.608119
713,2.548773,2.611607
714,2.552177,2.615042
715,2.555621,2.618511
716,2.559019,2.622038
717,2.562446,2.625582
718,2.565825,2.629071
719,2.569236,2.632627
720,2.57266,2.636075
721,2.576056,2.639605
722,2.579454,2.644727
723,2.58286,2.64883
724,2.586302,2.65235
725,2.589692,2.655894
726,2.594848,2.659325
727,2.598965,2.662765
728,2.602411,2.666217
729,2.605794,2.669763
730,2.609196,2.673275
731,2.612588,2.678563
732,2.615975,2.682503
733,2.619396,2.685977
734,2.622777,2.689538
735,2.626219,2.693032
736,2.629615,2.696484
737,2.633019,2.699992
738,2.636419,2.703419
739,2.63985,2.708546
740,2.643265,2.712655
741,2.646655,2.716107
742,2.650111,2.719619
743,2.653471,2.723152
744,2.656982,2.726604
745,2.66035,2.731858
746,2.663798,2.735765
747,2.667175,2.739294
748,2.670592,2.742759
749,2.674013,2.746263
750,2.677415,2.749855
751,2.68239,2.753359
752,2.686429,2.756842
753,2.689813,2.761988
754,2.693209,2.766097
755,2.696665,2.769617
756,2.700113,2.773174
757,2.703546,2.776663
758,2.706988,2.780126
759,2.710334,2.783619
760,2.71375,2.787119
761,2.717221,2.790663
762,2.720654,2.794152
763,2.724096,2.797753
764,2.729286,2.801198
765,2.733248,2.804669
766,2.736634,2.808236
767,2.741699,2.811827
768,2.74573,2.815296
769,2.749144,2.818836
770,2.752533,2.822359
771,2.755935,2.827607
772,2.759342,2.83158
773,2.762744,2.835038
774,2.766113,2.840219
775,2.76955,2.844307
776,2.772954,2.847765
777,2.776423,2.851259
778,2.779815,2.854771
779,2.783204,2.858348
780,2.786654,2.861898
781,2.790042,2.865334
782,2.793453,2.868788
783,2.796863,2.872292
784,2.800251,2.875911
785,2.8052,2.87939
786,2.809282,2.882978
787,2.812677,2.886513
788,2.816096,2.889994
789,2.819548,2.893503
790,2.823063,2.896953
791,2.826479,2.900469
792,2.829892,2.903975
793,2.833252,2.907434
794,2.836738,2.910915
795,2.840113,2.914459
796,2.843525,2.917986
797,2.846952,2.921519
798,2.850363,2.925105
799,2.853771,2.928807
800,2.857184,2.932286
801,2.860603,2.93578
802,2.864011,2.939307
803,2.867421,2.94278
804,2.87085,2.946267
805,2.874223,2.949813
806,2.87763,2.953311
807,2.881065,2.956882
808,2.884525,2.960361
809,2.887913,2.963867
810,2.891307,2.967382
811,2.894688,2.970849
812,2.898221,2.974367
813,2.901642,2.977901
814,2.905032,2.98143
815,2.908409,2.98499
816,2.911859,2.988582
817,2.91528,2.992117
818,2.91873,2.995632
819,2.922096,2.999094
820,2.925617,3.00262
821,2.92899,3.006103
822,2.932425,3.009596
823,2.935844,3.01317
824,2.939244,3.016628
825,2.94265,3.020161
826,2.946029,3.02369
827,2.949436,3.027174
828,2.952915,3.030696
829,2.956388,3.034186
830,2.959823,3.037792
831,2.963215,3.041294
832,2.966644,3.044842
833,2.970088,3.048444
834,2.973548,3.051948
835,2.977,3.055486
836,2.980373,3.059042
837,2.983836,3.065195
838,2.987273,3.070517
839,2.990678,3.074765
840,2.994115,3.078238
841,2.997549,3.081753
842,3.00094,3.085215
843,3.004332,3.088723
844,3.007865,3.092282
845,3.011213,3.095761
846,3.014603,3.099299
847,3.017994,3.102868
848,3.021396,3.10633
849,3.024796,3.109798
850,3.029823,3.113311
851,3.033821,3.116834
852,3.037225,3.120347
853,3.040644,3.123932
854,3.044032,3.127415
855,3.047507,3.130884
856,3.050925,3.134415
857,3.054317,3.137911
858,3.061074,3.141457
859,3.064444,3.144948
860,3.067888,3.148444
861,3.071309,3.15193
862,3.078473,3.155459
863,3.082567,3.158963
864,3.085996,3.162457
865,3.089369,3.167592
866,3.092748,3.171638
867,3.096184,3.176044
868,3.099584,3.179988
869,3.103015,3.183524
870,3.109927,3.187011
871,3.113342,3.190569
872,3.118394,3.194122
873,3.122413,3.197619
874,3.125828,3.201155
875,3.129234,3.204632
876,3.132688,3.208143
877,3.136121,3.211646
878,3.139725,3.215165
879,3.145003,3.218642
880,3.149113,3.222153
881,3.152524,3.22573
882,3.155952,3.229219
883,3.159411,3.232807
884,3.16279,3.236326
885,3.166179,3.239813
886,3.169598,3.243274
887,3.173065,3.246761
888,3.176505,3.250311
889,3.179988,3.253788
890,3.183425,3.259051
891,3.186792,3.262957
892,3.190188,3.266443
893,3.193621,3.269957
894,3.197113,3.273484
895,3.200499,3.277013
896,3.203911,3.280567
897,3.207407,3.284105
898,3.210828,3.287669
899,3.214242,3.291116
900,3.217705,3.294667
901,3.221159,3.298115
902,3.224565,3.301659
903,3.228034,3.305151
904,3.23148,3.308765
905,3.234863,3.312236
906,3.241707,3.315742
907,3.245111,3.319271
908,3.248565,3.322717
909,3.251955,3.32622
910,3.255401,3.329715
911,3.258767,3.333188
912,3.262265,3.336669
913,3.265642,3.341005
914,3.269061,3.345209
915,3.272463,3.349224
916,3.275934,3.352732
917,3.279407,3.356286
918,3.282809,3.361547
919,3.286222,3.365607
920,3.289638,3.369113
921,3.293046,3.372601
922,3.296474,3.376095
923,3.299863,3.379607
924,3.303252,3.383117
925,3.30669,3.386611
926,3.310113,3.390132
927,3.313517,3.393674
928,3.316934,3.397187
929,3.320336,3.400745
930,3.323734,3.404336
931,3.327142,3.407822
932,3.330549,3.411372
933,3.334024,3.414909
934,3.33742,3.420269
935,3.340803,3.42413
936,3.344213,3.427624
937,3.347628,3.431149
938,3.351055,3.434709
939,3.354461,3.438201
940,3.357915,3.441728
941,3.361334,3.445234
942,3.364799,3.448832
943,3.368194,3.452334
944,3.371667,3.455838
945,3.375032,3.459305
946,3.378446,3.462815
947,3.381826,3.46628
948,3.385278,3.469809
949,3.388647,3.473324
950,3.392118,3.476905
951,3.405901,3.480451
952,3.409336,3.483984
953,3.412761,3.48748
954,3.41783,3.491018
955,3.42188,3.494493
956,3.425311,3.497989
957,3.428696,3.501497
958,3.432273,3.50668
959,3.435697,3.510726
960,3.439099,3.51434
961,3.442588,3.517843
962,3.445976,3.521338
963,3.449424,3.524799
964,3.45449,3.528307
965,3.458513,3.531863
966,3.46194,3.535338
967,3.465434,3.53889
968,3.468896,3.54237
969,3.472263,3.545892
970,3.475709,3.549511
971,3.480782,3.552994
972,3.48483,3.556514
973,3.488295,3.560047
974,3.491738,3.563678
975,3.49518,3.567178
976,3.498782,3.570769
977,3.502194,3.574341
978,3.505628,3.577784
979,3.509043,3.581314
980,3.512572,3.584818
981,3.516032,3.588459
982,3.519499,3.591947
983,3.522898,3.595517
984,3.529736,3.598984
985,3.53314,3.602494
986,3.536684,3.606095
987,3.540082,3.609634
988,3.543473,3.613178
989,3.546919,3.616668
990,3.550342,3.620159
991,3.553773,3.623716
992,3.557159,3.627355
993,3.56062,3.630903
994,3.567426,3.634441
995,3.570874,3.638009
996,3.574291,3.641524
997,3.577711,3.64503
998,3.581151,3.648557
999,3.584613,3.652105
1000,3.588034,3.655726
1001,3.591484,3.659224
1002,3.601786,3.662807
1003,3.605224,3.666345
1004,3.608701,3.669849
1005,3.615574,3.673457
1006,3.61899,3.676893
1007,3.622422,3.680426
1008,3.632732,3.683928
1009,3.636161,3.68742
1010,3.639603,3.690909
1011,3.643074,3.694476
1012,3.649894,3.69798
1013,3.653392,3.70149
1014,3.656859,3.704959
1015,3.660267,3.708505
1016,3.663717,3.711991
1017,3.667109,3.715453
1018,3.67052,3.719057
1019,3.67393,3.722605
1020,3.677294,3.726136
1021,3.680724,3.729761
1022,3.68419,3.733247
1023,3.687613,3.736737
1024,3.691078,3.740274
1025,3.69448,3.743834
1026,3.697882,3.747353
1027,3.701297,3.750911
1028,3.708151,3.754576
1029,3.711593,3.759826
1030,3.715011,3.763905
1031,3.725259,3.767472
1032,3.728674,3.771014
1033,3.732099,3.774566
1034,3.735538,3.778211
1035,3.738991,3.781697
1036,3.742463,3.785195
1037,3.754459,3.788732
1038,3.75839,3.792247
1039,3.761809,3.795811
1040,3.76523,3.799357
1041,3.768686,3.802868
1042,3.772153,3.806405
1043,3.775578,3.809982
1044,3.778992,3.813553
1045,3.782436,3.817089
1046,3.785876,3.820613
1047,3.792786,3.824162
1048,3.796226,3.827693
1049,3.806503,3.831301
1050,3.809953,3.834805
1051,3.813411,3.838305
1052,3.820503,3.841872
1053,3.824459,3.845388
1054,3.827897,3.848928
1055,3.834724,3.854097
1056,3.838161,3.858234
1057,3.841582,3.861766
1058,3.845024,3.865328
1059,3.850065,3.868872
1060,3.854207,3.872389
1061,3.864509,3.875903
1062,3.867901,3.879422
1063,3.871401,3.882949
1064,3.878228,3.886585
1065,3.881678,3.890093
1066,3.885074,3.893633
1067,3.888482,3.897176
1068,3.891913,3.900776
1069,3.895397,3.904293
1070,3.902253,3.90796
1071,3.905636,3.911453
1072,3.909055,3.91498
1073,3.912463,3.918522
1074,3.915897,3.922007
1075,3.919336,3.92552
1076,3.92273,3.929057
1077,3.926166,3.932688
1078,3.92963,3.936197
1079,3.933026,3.939749
1080,3.93647,3.943293
1081,3.939959,3.946976
1082,3.943363,3.950555
1083,3.946792,3.954099
1084,3.950267,3.957645
1085,3.953813,3.961274
1086,3.957211,3.96483
1087,3.960695,3.968412
1088,3.971091,3.971978
1089,3.977934,3.975576
1090,3.98134,3.979103
1091,3.984787,3.982745
1092,3.988239,3.986388
1093,3.991711,3.98992
1094,3.995234,3.993458
1095,4.00218,3.997087
1096,4.007401,4.000614
1097,4.011328,4.004211
1098,4.014822,4.00778
1099,4.018255,4.011293
1100,4.02172,4.016743
1101,4.025153,4.020628
1102,4.028646,4.024261
1103,4.032114,4.027816
1104,4.035582,4.031462
1105,4.039053,4.035105
1106,4.042507,4.03868
1107,4.046022,4.042314
1108,4.051363,4.04587
1109,4.055455,4.051185
1110,4.058953,4.055222
1111,4.062486,4.058845
1112,4.065972,4.064095
1113,4.06948,4.068191
