Time,Intensity
0.325695170,8031737.500000
0.329235070,8564137.000000
0.332847510,8524836.000000
0.336447570,8518150.000000
0.339995110,8560456.000000
0.343599690,7520224.000000
0.347155430,7721554.500000
0.350701640,7975689.500000
0.352912810,17719.846000
0.354352210,10146.854000
0.356812090,7887329.500000
0.360818040,8099483.500000
0.363058760,11027.223000
0.365997430,8494544.000000
0.370139010,7663687.500000
0.373697380,7863394.500000
0.377263810,7709718.500000
0.380853590,7147400.000000
0.384372260,7478174.500000
0.387928690,7412976.500000
0.391495310,7624198.000000
0.395078860,7809847.500000
0.398607810,7990981.500000
0.402128790,8018505.500000
0.405661970,8736819.000000
0.409264290,8320136.500000
0.411573080,31998.523000
0.414418460,7425494.000000
0.418689140,8353456.500000
0.422191220,8226649.500000
0.425701630,7652467.000000
0.429172530,7769486.500000
0.432730790,8272915.000000
0.436324690,8321235.500000
0.439832880,7943978.500000
0.443422760,8357869.000000
0.447024560,8246335.000000
0.449331630,29438.172000
0.452232890,7347827.500000
0.456305910,7153341.500000
0.459843280,7838199.000000
0.463426810,8020847.000000
0.466999680,7897191.500000
0.470553590,7877289.500000
0.474091070,8291229.500000
0.477666140,8804957.000000
0.481303610,8465498.000000
0.484899570,8186083.500000
0.487149210,18514.242000
0.490147490,7899231.000000
0.494330860,8261946.000000
0.497851520,7559243.000000
0.501420420,7221553.000000
0.504895490,7591084.000000
0.508478730,8184154.000000
0.512047410,8084216.500000
0.515583130,7886122.000000
0.519078530,8328182.500000
0.522662410,8129256.500000
0.526247570,7870860.000000
0.529841290,7501215.500000
0.533345590,7182265.500000
0.536906060,7876266.000000
0.540470460,8185844.500000
0.544003590,7993275.500000
0.547580880,8231534.000000
0.551101380,8041261.500000
0.554716270,8232701.000000
0.558189170,7338522.000000
0.561757990,7570992.000000
0.565356040,7533748.000000
0.567629630,21172.521000
0.570564110,7650781.000000
0.574674680,7389219.500000
0.578193280,7250871.500000
0.581766480,7843213.500000
0.585280890,7742507.500000
0.588824710,8177956.000000
0.592443420,7702760.500000
0.596028960,8117699.500000
0.599626740,8421361.000000
0.603199880,7449028.500000
0.606747590,6978479.000000
0.610230980,7556703.500000
0.613807830,7790824.000000
0.617305910,7714180.000000
0.620818310,7779509.000000
0.624447580,7996820.000000
0.628045310,8140206.500000
0.631593310,7635913.000000
0.635133040,7394739.000000
0.638687270,7670762.500000
0.642262210,7084804.000000
0.645770460,7017922.000000
0.648010800,12923.801000
0.651101790,7391295.000000
0.655162320,7584291.000000
0.658703890,7681667.000000
0.662260140,7809763.000000
0.665843510,8155748.500000
0.669433090,8377792.500000
0.673860110,8051617.500000
0.677999530,7946931.000000
0.681551790,7767768.500000
0.685097520,8167607.500000
0.688631060,7663264.500000
0.690840100,19129.486000
0.693980980,7401258.000000
0.698051760,7396689.000000
0.701678940,7442577.500000
0.705195390,7644250.000000
0.707435960,9492.564500
0.710739290,8037453.500000
0.714612190,7478142.000000
0.718076790,7591966.000000
0.721697660,8315242.000000
0.725318580,8321120.000000
0.727591980,16320.834000
0.730595890,7674755.000000
0.734693380,7765815.500000
0.738257940,7943333.000000
0.740498430,11166.343000
0.743497540,7064008.000000
0.747535030,7733865.500000
0.751214310,8080067.000000
0.754722520,7617373.000000
0.758337090,8172797.000000
0.761862540,8383518.500000
0.765458140,7325926.500000
0.769072660,7715660.000000
0.772908220,7752063.000000
0.776368520,7157068.500000
0.779933010,7614280.000000
0.783508190,7468887.000000
0.787078940,7804064.000000
0.790683110,8024041.000000
0.794220560,7880332.000000
0.797770510,8213154.000000
0.801385030,7826022.500000
0.805006010,8057237.000000
0.808518560,7995227.000000
0.812089390,7854939.000000
0.815614460,7883258.500000
0.819360230,7745603.500000
0.822864360,7781269.500000
0.826474930,7520006.000000
0.829995790,7363906.500000
0.833516320,7673484.000000
0.837156060,7823266.000000
0.841593590,7884704.500000
0.845887320,7980292.000000
0.849412330,7661235.000000
0.852997820,7190423.000000
0.856529180,7701294.500000
0.860085230,7401474.000000
0.863747820,7679621.000000
0.867266540,7765812.000000
0.870901690,8018167.000000
0.874462430,8007175.000000
0.876686160,15129.896000
0.879783090,7621955.000000
0.883914290,7245818.500000
0.887633030,7575790.000000
0.891170610,7721325.500000
0.894745440,8202098.000000
0.898320530,7567327.500000
0.901874980,7492790.000000
0.905464540,7822808.500000
0.909016490,7863744.000000
0.912595910,6799687.000000
0.916141610,7308445.000000
0.919674840,7646843.000000
0.923356210,7689440.500000
0.926872680,7751888.500000
0.930454010,7570801.000000
0.934081240,7870538.500000
0.937701910,7966560.000000
0.941264140,7343478.000000
0.944897580,7407840.000000
0.948445640,7643918.500000
0.952066570,7542118.500000
0.955633030,7271690.000000
0.959141660,6964416.000000
0.962714310,7255324.500000
0.966256090,7106894.500000
0.969789540,7570726.500000
0.973356140,7628860.500000
0.977026760,7979704.000000
0.979333900,28963.514000
0.982474670,7991012.000000
0.986445830,7888086.000000
0.989985130,7894797.000000
0.993616360,7415765.500000
0.997156040,8169867.000000
1.000750000,8009827.500000
1.004418300,7851275.500000
1.007920600,7436782.000000
1.011456100,7470131.500000
1.015001800,7546719.000000
1.018643700,7605401.500000
1.022200000,7604134.000000
1.025754000,7929018.500000
1.027965500,16875.230000
1.031124900,7653151.000000
1.035216600,8134250.000000
1.038775000,8087310.500000
1.042393700,7909962.500000
1.045958400,7995951.500000
1.049533400,7385676.500000
1.053112400,8083157.500000
1.056710400,7724143.000000
1.058953100,9980.093800
1.062093500,7039471.000000
1.066006300,7624304.500000
1.069537400,7345431.500000
1.073272800,7486894.000000
1.075520700,9969.426800
1.078687400,8133388.000000
1.082689600,7593063.000000
1.086233400,7022566.500000
1.089768600,7457183.000000
1.093349600,7434382.000000
1.096893800,7337831.500000
1.100472500,7275886.000000
1.103996000,6932837.000000
1.107641200,7645605.000000
1.109898600,11857.360000
1.112914000,7874297.500000
1.117003900,8023387.000000
1.120597500,8227188.000000
1.124160500,7610960.500000
1.127687000,7552007.500000
1.131308200,7605977.000000
1.134818200,6838130.500000
1.138543700,7688625.500000
1.142097500,7651911.000000
1.145662700,7405892.000000
1.149266600,7446227.500000
1.152789700,7757388.000000
1.156406000,7877794.000000
1.159977000,7329914.500000
1.163541300,7487481.000000
1.167120900,7786541.000000
1.170649700,7030558.000000
1.174191500,6958502.000000
1.177828800,7932608.000000
1.181374800,7848905.500000
1.184910000,8102680.000000
1.188456200,8296302.000000
1.192128900,7954630.500000
1.195706200,7913291.500000
1.199272700,7852112.000000
1.202833300,7435278.500000
1.206351600,7394266.000000
1.210018800,7712660.000000
1.213564600,7902288.000000
1.217076800,7804273.000000
1.220681300,7672053.500000
1.224214400,8223553.500000
1.227760200,7712062.500000
1.231370400,7372204.000000
1.234926900,7416808.000000
1.238491300,7557344.500000
1.242083400,7501549.500000
1.245664400,8248372.000000
1.249204100,8390062.000000
1.252781000,8447049.000000
1.256393600,8009857.000000
1.259974700,7658090.500000
1.262198700,9570.834000
1.265349800,7463775.000000
1.269302200,7201931.000000
1.272926900,7182480.500000
1.276450000,7694158.000000
1.280041400,7289541.000000
1.283621000,7705125.500000
1.287158100,7918271.000000
1.290783500,8095901.500000
1.294354300,7310022.000000
1.297866400,7571903.500000
1.301377100,7524943.000000
1.304937500,8168442.000000
1.308506100,8189812.500000
1.312108300,7483260.500000
1.315650200,7972980.000000
1.319225000,8262095.500000
1.322918900,7813751.500000
1.326495800,7003934.500000
1.330035400,7470376.500000
1.333781400,7879086.500000
1.337297900,7466808.000000
1.340903900,8353682.500000
1.344564600,7791807.000000
1.348099700,7752852.000000
1.351635300,7727353.500000
1.353945300,32697.043000
1.356831100,7676702.000000
1.360920800,7299918.500000
1.363134200,15682.609000
1.366377000,7629076.500000
1.370243900,7897875.000000
1.373960500,8163106.500000
1.377475100,7282815.000000
1.381118900,8109897.500000
1.384847900,7906231.500000
1.388387300,7598159.500000
1.391952100,7122892.000000
1.395489600,7268625.500000
1.397732300,11256.860000
1.400760500,7423988.000000
1.404837400,8072427.500000
1.408402100,7727308.000000
1.412048100,7907572.500000
1.415591600,8478058.000000
1.419171000,7947401.500000
1.422741600,7770078.500000
1.426337600,7279105.000000
1.429941600,7307422.000000
1.433504300,7290709.000000
1.437106400,7621658.000000
1.440677300,7809927.000000
1.442901000,16993.596000
1.446114700,7808747.500000
1.450002300,7187916.500000
1.453600000,7062200.000000
1.457475100,7475413.000000
1.461027100,7452282.500000
1.464633300,7482053.000000
1.468208300,7336997.500000
1.471864700,7335579.000000
1.475416900,7862363.000000
1.479062500,7994471.000000
1.482666600,7462176.500000
1.486181400,7329709.000000
1.489716800,7581531.500000
1.493360600,7829431.000000
1.496966700,7802956.500000
1.500523000,7825801.500000
1.504181300,8085061.500000
1.507808600,8144379.000000
1.511416600,8473585.000000
1.515031200,7675053.500000
1.518596000,7444149.500000
1.522177200,7510836.000000
1.525731500,7953869.500000
1.529333500,7508587.500000
1.532925100,7456177.000000
1.536496100,7669316.500000
1.540223200,7340805.000000
1.543743900,7148605.500000
1.547366900,7545193.000000
1.550944100,7129931.000000
1.554450000,6620567.000000
1.558073000,7130794.500000
1.561560500,7379380.000000
1.565056300,7250853.500000
1.568554200,7131227.000000
1.572094000,7618000.000000
1.575666700,7667270.000000
1.579212800,8075442.500000
1.582819100,8097223.500000
1.586366800,7857422.500000
1.589866800,7692155.000000
1.593464900,7731282.000000
1.597012700,8012440.000000
1.600485700,7384235.000000
1.604006500,7532035.000000
1.607633500,7706889.500000
1.611287600,8016170.500000
1.614829300,7212872.000000
1.618337500,7757087.000000
1.621889800,7815047.000000
1.624101100,18582.398000
1.627425000,7520293.000000
1.631346100,7244106.500000
1.634979100,7239684.000000
1.638427100,7104464.000000
1.642029100,7686743.500000
1.645512500,7913268.000000
1.649044000,7852325.000000
1.652610700,8318547.000000
1.656277300,7302655.000000
1.659785600,6743772.000000
1.663245900,7172913.500000
1.666752300,7733309.000000
1.670272900,7608549.000000
1.673910700,7771159.500000
1.677456300,7685550.000000
1.680996100,7648416.500000
1.684608300,7446871.500000
1.688179200,7569206.000000
1.690471900,38064.285000
1.691965300,14414.528000
1.694473100,8629450.000000
1.698593700,7334316.000000
1.700805200,20645.133000
1.703935500,7433227.500000
1.708098200,7508466.000000
1.711585600,7961599.000000
1.715133400,8151139.000000
1.718702100,7579564.000000
1.722289900,8084773.000000
1.725958600,7764135.000000
1.729439800,7300602.000000
1.733027400,7009471.500000
1.735267800,9530.085000
1.738181600,7411251.000000
1.742596200,7988778.500000
1.746087700,7352190.500000
1.749696200,7362819.000000
1.753171200,7614297.000000
1.756733300,8404628.000000
1.760300400,7517810.500000
1.763885800,7516810.500000
1.767425200,7329918.000000
1.771017000,7202221.000000
1.774625200,7345326.000000
1.778156400,7674167.500000
1.781702300,7729267.500000
1.785377300,8473641.000000
1.788975300,7407200.000000
1.792531600,7015304.500000
1.796066900,7543923.000000
1.799704400,7705562.500000
1.803258700,7268344.500000
1.806846200,7063579.000000
1.810479400,7859171.000000
1.814015000,8043341.500000
1.817660800,7801809.500000
1.821237800,7293456.000000
1.824787700,7748844.500000
1.828414600,7435505.500000
1.831996100,7372278.500000
1.835614800,7546237.000000
1.837869400,5114.503400
1.841043900,7222630.500000
1.844985700,6742855.000000
1.848466800,7043962.000000
1.851979300,6915405.500000
1.855481500,7388151.000000
1.858992000,7293557.000000
1.861215900,23406.477000
1.864262800,7781869.000000
1.868554300,7639910.000000
1.872137800,7807842.500000
1.875723100,7320322.500000
1.877963700,10007.098000
1.880954500,7254025.500000
1.885047900,7823996.500000
1.888608600,7557521.000000
1.892214600,7161697.500000
1.895706600,7833542.500000
1.897963700,25750.859000
1.901098000,8356805.500000
1.905068700,7847417.000000
1.908723000,7211372.000000
1.912250000,7453191.500000
1.915912800,8082466.500000
1.919635800,7195174.500000
1.923152400,7551070.000000
1.926687800,7817204.000000
1.930400300,7687352.500000
1.933985800,7850258.000000
1.937546000,7630697.500000
1.941119100,7745736.000000
1.944823100,7328192.500000
1.948377300,6897879.500000
1.951889800,6998681.500000
1.955491800,7732117.500000
1.959027300,7281259.000000
1.962563000,7682379.000000
1.966152400,7881825.500000
1.969698200,7560504.500000
1.973283800,7736036.000000
1.976883800,7234810.500000
1.980423200,7222601.500000
1.983956700,7379430.500000
1.987523400,7679058.000000
1.991079500,7633620.500000
1.994646300,7976524.500000
1.998366800,7431793.000000
2.001906400,7046554.000000
2.005393800,6788263.000000
2.008994100,7474693.000000
2.012598300,7808103.000000
2.016131700,7625311.000000
2.019692200,7385691.500000
2.023233500,7702599.000000
2.026773400,7896377.500000
2.030485800,7468018.000000
2.033987900,7328624.500000
2.037685900,8000063.000000
2.039897100,15547.778000
2.042434500,9762.039100
2.044960700,7218478.000000
2.049052500,7315616.000000
2.052692100,7560383.000000
2.056281600,7552044.500000
2.059831600,7995800.000000
2.063483800,7305818.000000
2.067152300,7309380.000000
2.069481900,23295.475000
2.072431500,7237972.500000
2.076602500,7956221.000000
2.080171400,7819657.000000
2.083746400,7480533.500000
2.085986800,8798.953100
2.089056500,7429769.000000
2.093506600,7326221.000000
2.097546200,7266258.000000
2.101077600,7635162.000000
2.104650400,7666472.500000
2.108258600,7965533.000000
2.111844100,7691632.000000
2.115423000,7873906.500000
2.118991800,7899569.500000
2.122598400,8167105.000000
2.126219100,7501407.500000
2.129794100,7035085.500000
2.133298200,7007612.000000
2.136915200,7849770.500000
2.140483700,7803760.000000
2.144183600,7558784.500000
2.147723100,7509058.500000
2.151329700,8070084.500000
2.155023400,7776177.500000
2.158602500,7292662.000000
2.162148200,7340183.500000
2.165731500,8044575.500000
2.169398400,7911611.500000
2.173833700,7964324.000000
2.177921300,8210358.000000
2.181475400,8162954.000000
2.185237900,8131859.500000
2.188816900,7985120.000000
2.192360800,7219936.000000
2.195965000,7102073.500000
2.199500500,7706955.500000
2.203096400,7909033.000000
2.206654700,7104056.500000
2.210217100,7200740.500000
2.213806800,7428290.500000
2.216030400,18717.908000
2.219229600,6914970.500000
2.223148500,7175165.500000
2.226738000,7482306.500000
2.230400500,7491029.500000
2.234000600,8057103.500000
2.237573400,7568210.000000
2.241198200,7898855.000000
2.244781600,7633184.000000
2.248419100,7079655.500000
2.251935600,7079131.000000
2.255485700,7862993.000000
2.259553200,9324.322300
2.262075200,7274786.500000
2.266033900,7357312.500000
2.269673400,7879312.000000
2.273265000,7570902.000000
2.275538700,32062.490000
2.278694100,7664922.000000
2.282627700,7248888.000000
2.286236000,7499778.000000
2.289831700,7174819.000000
2.293392300,7537827.500000
2.297025700,7417163.000000
2.300652600,7370139.500000
2.304192300,7533213.500000
2.307775600,7572764.500000
2.311425500,7575641.000000
2.314990000,6774371.500000
2.318664900,7432186.500000
2.322183700,7285998.500000
2.325794200,6810035.000000
2.329335600,6577828.500000
2.332865100,7156139.500000
2.336433900,6979729.000000
2.340813000,6988585.000000
2.344771400,7542915.500000
2.348352300,7916751.000000
2.352121100,7698805.000000
2.355654700,7203287.000000
2.359271400,7492082.000000
2.362879800,7621010.000000
2.366433900,6761100.500000
2.369977600,7428965.500000
2.373523600,7671529.500000
2.377036100,7368855.500000
2.380598400,7574028.000000
2.382809800,14205.382000
2.386010900,7891446.000000
2.390225500,7445102.500000
2.393744400,7378789.000000
2.397323500,7208358.000000
2.400879700,7308586.000000
2.404467300,8040381.500000
2.408096400,7677186.000000
2.411727500,7906850.000000
2.415320900,8003832.500000
2.418898400,7779917.000000
2.422477400,8055199.000000
2.426867200,7451233.000000
2.430846600,7068533.500000
2.434379800,7331561.500000
2.436622100,9511.722700
2.439598400,7928531.000000
2.443671400,7679325.500000
2.447181900,7685066.500000
2.450931800,7611332.500000
2.454592100,7225659.000000
2.458106900,7091493.000000
2.461690200,7198902.500000
2.465260700,7239829.000000
2.468910900,7611579.500000
2.472417100,7266976.500000
2.476002700,7545776.000000
2.479661100,7825318.000000
2.483213100,7261870.000000
2.486769300,6986500.500000
2.490371300,7135200.500000
2.493898500,7238374.000000
2.497392300,6782868.000000
2.501007000,7567791.500000
2.504577300,7092627.000000
2.508246400,7148735.500000
2.511767200,7260200.000000
2.515304600,7243828.000000
2.518871200,7097974.500000
2.522469300,7312535.500000
2.526011100,7639772.000000
2.529544300,7408128.500000
2.533181800,6846178.000000
2.536694400,6988267.000000
2.540283900,7930115.000000
2.543932000,7601395.500000
2.547463300,7456606.000000
2.551111000,7883631.500000
2.554884100,7678179.500000
2.558392300,6847663.500000
2.561969100,7351133.500000
2.565542200,7333573.000000
2.569129900,6908136.000000
2.572769400,7064824.500000
2.576261200,6857897.000000
2.579900600,6918110.500000
2.583548600,7222097.000000
2.587113100,7388780.000000
2.591577700,7306009.000000
2.595504800,7641835.500000
2.599060900,7619552.000000
2.602660900,7665661.500000
2.606319600,7817126.500000
2.610009000,8317643.500000
2.612299200,35298.062000
2.614751600,16874.016000
2.617259000,7428028.500000
2.621534000,7270650.000000
2.625175400,7059191.000000
2.627468000,33176.016000
2.630667300,7323508.000000
2.634600800,7180869.500000
2.638121100,7438960.500000
2.641763100,7448073.500000
2.645340200,7752040.000000
2.649000700,7571884.000000
2.652635900,7244475.000000
2.656192400,7195415.500000
2.659715100,7166243.500000
2.663306900,7092603.500000
2.666950800,7819982.000000
2.670469600,7217342.000000
2.674088100,6784862.500000
2.676378600,35278.316000
2.679519100,7553524.500000
2.683611200,7637219.500000
2.687229700,8011680.500000
2.690790300,7766425.000000
2.694398400,7882447.500000
2.698031900,7461395.000000
2.701575600,7453973.000000
2.705233700,7253039.500000
2.708837900,6891204.000000
2.712369200,7286050.000000
2.716004500,7345389.500000
2.719661200,7733813.500000
2.721872400,21391.557000
2.724992200,7451256.500000
2.729084100,7286188.000000
2.732702700,7591688.000000
2.736257100,7452931.500000
2.739904800,7197171.500000
2.743454900,7056402.500000
2.747025500,7409088.000000
2.750625900,7083505.500000
2.754204700,7560728.500000
2.757806900,7543505.500000
2.761381800,7757164.500000
2.765092400,7341865.000000
2.768646300,6703645.000000
2.772190200,6954343.500000
2.775802700,7433232.000000
2.779375800,7311284.000000
2.781616100,12269.243000
2.784836100,6856592.500000
2.788742100,7491487.500000
2.792323500,7162354.000000
2.795887900,7036804.000000
2.799436300,6653344.000000
2.801676500,10897.532000
2.804609000,7050021.500000
2.808815200,7286331.000000
2.812323500,7161468.000000
2.815950500,7429315.000000
2.819536300,7409812.000000
2.823161000,7001770.500000
2.826738400,6968528.000000
2.830315200,7033986.000000
2.833832000,6662159.500000
2.837425600,7097015.500000
2.841013400,7259015.000000
2.844644300,7234315.500000
2.848236300,6997420.000000
2.851890300,7288962.000000
2.855448500,7295803.000000
2.859048500,7281239.000000
2.862694500,6793369.500000
2.866344400,7372568.500000
2.869909200,7837719.500000
2.873709000,7476163.500000
2.877336200,7252297.500000
2.880938100,7156852.000000
2.884555100,7557457.000000
2.888184000,7570385.000000
2.891754900,7190064.500000
2.895383900,7829046.500000
2.899004800,8073500.000000
2.902667200,7878134.000000
2.906257200,7040996.500000
2.908480500,12040.149000
2.911500500,6860936.000000
2.915540300,7137759.500000
2.919144300,7360770.000000
2.922715200,6730304.500000
2.926359000,7253103.500000
2.929838200,6761493.000000
2.933450700,7107705.000000
2.937025900,6921960.500000
2.940613200,7663564.000000
2.944348800,7741064.500000
2.947911200,7760903.500000
2.951521600,7549391.000000
2.953747500,17309.330000
2.956913200,7144212.000000
2.961092400,7713820.500000
2.964704900,8234276.000000
2.968259100,7326531.000000
2.971886200,7047891.500000
2.975381800,7191234.500000
2.978994500,8138780.500000
2.982575500,7317491.500000
2.986169500,6670356.500000
2.989690300,7162695.000000
2.993325800,7543791.500000
2.996977800,7240548.000000
3.000511300,7388227.000000
3.004090200,7581647.000000
3.008623700,7342674.500000
3.012417400,6920182.000000
3.016029800,7307016.000000
3.019632000,8078039.000000
3.023204900,8033647.000000
3.026850900,7904225.000000
3.030359000,7075772.500000
3.033926000,7857382.000000
3.037502800,7724301.000000
3.041044600,6793550.500000
3.044578000,6818606.500000
3.048165300,7279338.500000
3.051721700,7124617.000000
3.055382100,6968155.500000
3.058963200,7308921.000000
3.061174600,15894.556000
3.064338100,7987613.500000
3.068319600,6816724.500000
3.071869500,7261078.000000
3.075450700,7983485.500000
3.078992300,7451116.500000
3.082521500,7226899.000000
3.086061100,7982628.000000
3.089625700,7885985.500000
3.093236200,7842737.500000
3.096807200,7720155.500000
3.100459000,7119588.500000
3.102749500,25813.396000
3.105917400,7623854.500000
3.110176000,7985985.000000
3.113707000,7824092.500000
3.117286400,7907011.000000
3.120969600,7774104.000000
3.124584400,7899611.500000
3.126824600,5073.744600
3.129903000,7626692.500000
3.133969600,7014189.500000
3.137496800,7243125.000000
3.141063400,7728287.500000
3.144665500,7708942.000000
3.148246700,7269763.500000
3.150489200,11702.438000
3.153653000,7033638.500000
3.157694800,7188446.500000
3.161307200,7214567.500000
3.164875700,7420958.000000
3.168511200,7740684.000000
3.172125900,8371097.000000
3.176586200,7101175.000000
3.180836300,7496031.000000
3.184432200,7863516.000000
3.188001000,6947460.000000
3.191567500,6647120.500000
3.195125900,7100137.000000
3.198755100,7418380.500000
3.202436200,7616182.500000
3.206048700,7589213.500000
3.209571600,7648293.500000
3.213102900,7216613.000000
3.216726100,7161798.000000
3.220313600,6966229.000000
3.223884300,7338352.500000
3.227457300,7300638.500000
3.231074000,7237236.500000
3.234677900,7389021.000000
3.238301100,7600377.000000
3.242040700,7511818.500000
3.245680000,7606455.000000
3.249307000,7077593.000000
3.252884300,7643707.000000
3.256436200,6894161.000000
3.260059300,7612486.000000
3.263642500,7347333.000000
3.267284300,7449430.000000
3.270953100,6834445.000000
3.274567800,7096901.000000
3.278155200,7281164.500000
3.281763500,7194260.000000
3.285361300,7299003.500000
3.288940400,7487000.500000
3.291181600,19286.369000
3.294224000,7332791.500000
3.298434300,7151346.000000
3.302038600,7331244.500000
3.305700900,7508524.000000
3.309202900,7087269.500000
3.312746800,7429266.000000
3.316407200,7517482.500000
3.319961300,6973059.500000
3.323653000,7161218.000000
3.327199000,7028851.500000
3.330753100,7405980.000000
3.334401000,7561064.000000
3.338063300,7544273.000000
3.341624000,7655023.500000
3.345226000,7775805.000000
3.348715700,7543523.500000
3.352259200,7707065.000000
3.355923800,7508973.500000
3.359580000,7281195.500000
3.363276000,7393375.000000
3.366880200,6799784.500000
3.370480300,7276537.000000
3.374171900,7261697.500000
3.377740300,7454249.000000
3.381442800,7548672.000000
3.385072000,7304143.000000
3.388690600,7510804.500000
3.392284300,8094858.000000
3.395932300,8028977.500000
3.398146200,17934.131000
3.401165700,7590867.500000
3.405430200,7521636.500000
3.408984300,7320688.000000
3.412603100,6874387.500000
3.416173800,7011307.000000
3.419832200,7085733.000000
3.423538600,7303254.500000
3.427134400,7582379.500000
3.430801000,8048202.500000
3.434407500,7948767.500000
3.437965700,7601604.500000
3.441526000,7168498.500000
3.445142800,7122856.500000
3.448705200,7867956.500000
3.452234200,7551187.500000
3.454511000,13609.057000
3.457598900,7079148.500000
3.461651200,8095628.000000
3.465198800,7730114.000000
3.468830100,7006972.000000
3.471070600,13299.744000
3.472483200,10968.048000
3.474900900,7195057.500000
3.479078100,7451794.500000
3.482715600,7697157.500000
3.486242700,7698232.500000
3.489840500,7801669.500000
3.493547000,7927122.500000
3.497169900,7504078.500000
3.500763600,6874298.000000
3.504374000,7701629.500000
3.508019900,7421087.000000
3.511584400,6995260.500000
3.515197000,7465936.000000
3.518765800,7272112.000000
3.522361400,8097274.000000
3.525955200,7249240.500000
3.529555200,7071968.000000
3.533209300,7213487.500000
3.536773900,7029706.000000
3.540338500,7056835.000000
3.543940400,7533529.500000
3.547615600,7719483.500000
3.551199100,7618198.500000
3.554792700,7852023.500000
3.558478000,7247208.000000
3.562107500,7079413.500000
3.565673900,7706967.500000
3.569246800,7281546.000000
3.572869700,6777157.500000
3.576459300,7415119.000000
3.580011500,7735079.500000
3.583605400,7022971.500000
3.587147000,7184844.000000
3.590744800,7594148.000000
3.594351200,7301409.500000
3.597976200,7628181.500000
3.601526100,7303984.000000
3.605163500,7614946.500000
3.608786600,7593964.500000
3.612555000,7375194.500000
3.616151000,6766872.500000
3.619726100,7612035.500000
3.623405300,7618584.000000
3.626992900,7212768.500000
3.630672100,7262319.000000
3.634344900,7589356.000000
3.638024100,7640057.500000
3.641640600,7165314.500000
3.645290600,7295199.500000
3.649005500,6770254.000000
3.652603200,6552443.000000
3.656173900,6757565.500000
3.659957200,7181166.500000
3.662231000,27542.199000
3.665438500,6564214.000000
3.669584300,7255547.500000
3.673236600,7414903.000000
3.676953200,6988776.000000
3.680532700,7492533.000000
3.684186700,7220924.000000
3.686433700,22398.758000
3.689442900,7062036.000000
3.693519900,6589983.000000
3.697117800,7310454.000000
3.700740700,7641010.000000
3.704405400,7483512.000000
3.708015800,7405704.500000
3.711663800,8176170.000000
3.715342900,7807954.500000
3.718930300,7857465.500000
3.722671800,7428088.500000
3.726205200,7216768.500000
3.729823800,7038075.000000
3.733547100,6742741.500000
3.737113600,6895289.000000
3.740759500,7494264.000000
3.744345100,7681578.500000
3.747974200,6824449.500000
3.751536600,7734819.000000
3.755097100,7539881.500000
3.758711800,6611586.000000
3.762328300,6941838.500000
3.765882400,7431393.000000
3.769478300,7559779.000000
3.771720700,15259.282000
3.774229100,19860.291000
3.776709400,7347000.000000
3.780707400,7762398.500000
3.784370000,7229736.000000
3.788078100,7322529.500000
3.791745100,7082389.000000
