,L3,L6
172,0.6506417,0.6517885
173,0.6543041,0.6553764
174,0.6579041,0.6589426
175,0.6634226,0.6625783
176,0.6673915,0.6662033
177,0.6710312,0.6698073
178,0.6754666,0.6745532
179,0.6796039,0.6784531
180,0.6832206,0.6820868
181,0.6867647,0.6856385
182,0.6904166,0.6892263
183,0.6959561,0.6946824
184,0.7000605,0.6987157
185,0.7037668,0.7023596
186,0.7074375,0.7059968
187,0.7127624,0.7096283
188,0.7167791,0.713291
189,0.7204438,0.716895
190,0.7241021,0.7204535
191,0.7276354,0.724047
192,0.7312709,0.7292867
193,0.7348605,0.7333761
194,0.7401063,0.7369868
195,0.7442437,0.7405989
196,0.7479126,0.7441971
197,0.751473,0.7478282
198,0.7550313,0.7513973
199,0.7586834,0.7550345
200,0.7623042,0.7587139
201,0.7658957,0.7623489
202,0.7694625,0.7659115
203,0.7731375,0.7696367
204,0.7767063,0.7731827
205,0.7803894,0.776918
206,0.784027,0.7804702
207,0.7876625,0.784095
208,0.7912916,0.78767
209,0.794944,0.79142
210,0.7986107,0.7949512
211,0.8022207,0.7985619
212,0.8059562,0.8021761
213,0.809612,0.805943
214,0.8132768,0.8094594
215,0.816877,0.8131428
216,0.8204814,0.8166804
217,0.8240646,0.8202472
218,0.8277376,0.8238659
219,0.8313209,0.8274223
220,0.8348792,0.8310556
221,0.8384665,0.8346243
222,0.8420354,0.8382993
223,0.8456833,0.8438013
224,0.8493521,0.8477347
225,0.8529705,0.8512826
226,0.8566353,0.8548722
227,0.8602771,0.8584411
228,0.8639585,0.8620076
229,0.8676022,0.8655721
230,0.8712292,0.8693116
231,0.8747981,0.8728325
232,0.8784251,0.8764514
233,0.8819938,0.8801494
234,0.8856606,0.883693
235,0.8892686,0.8872847
236,0.8928478,0.8909035
237,0.8965312,0.8944908
238,0.9002439,0.8997223
239,0.9038292,0.903993
240,0.9075606,0.9077703
241,0.9111627,0.9113911
242,0.9147355,0.9149951
243,0.9184273,0.9185744
244,0.9221647,0.9221596
245,0.9257416,0.9257886
246,0.9293061,0.9293847
247,0.93295,0.9330201
248,0.9366062,0.9365806
249,0.9403852,0.9401994
250,0.9439937,0.9438098
251,0.9476522,0.9474305
252,0.9512814,0.9510454
253,0.9549314,0.9546638
254,0.9585186,0.9582014
255,0.9621583,0.9618244
256,0.9657502,0.9654576
257,0.9710773,0.9690868
258,0.9751294,0.9727367
259,0.9787459,0.9763554
260,0.9824085,0.9798971
261,0.9860334,0.9835095
262,0.9895958,0.9871328
263,0.9932584,0.9908203
264,0.9969044,0.9944077
265,1.000579,0.9979599
266,1.004171,1.001537
267,1.007821,1.005222
268,1.011454,1.008839
269,1.015067,1.012514
270,1.018688,1.016122
271,1.022373,1.019764
272,1.025925,1.023427
273,1.029481,1.027024
274,1.034798,1.03241
275,1.038917,1.036506
276,1.042667,1.04031
277,1.046306,1.043906
278,1.05186,1.047522
279,1.0557,1.051218
280,1.05931,1.054745
281,1.062908,1.058364
282,1.066525,1.062039
283,1.070212,1.067662
284,1.073817,1.071641
285,1.077423,1.075291
286,1.081031,1.078791
287,1.084781,1.082404
288,1.088384,1.085993
289,1.091975,1.089547
290,1.095673,1.093153
291,1.099348,1.096712
292,1.102998,1.100322
293,1.106623,1.103993
294,1.110275,1.107651
295,1.113894,1.111229
296,1.119086,1.114893
297,1.12325,1.118527
298,1.126825,1.122116
299,1.130392,1.125816
300,1.134027,1.129422
301,1.137684,1.133074
302,1.141277,1.136747
303,1.144809,1.140318
304,1.148467,1.143906
305,1.152084,1.147562
306,1.155696,1.151172
307,1.159312,1.154754
308,1.163094,1.158339
309,1.166686,1.161912
310,1.170369,1.165508
311,1.173917,1.169201
312,1.177486,1.172826
313,1.181083,1.176449
314,1.184717,1.181737
315,1.188315,1.186022
316,1.191938,1.189591
317,1.195559,1.193199
318,1.199123,1.196747
319,1.202679,1.200377
320,1.206346,1.203981
321,1.209981,1.207639
322,1.213585,1.213091
323,1.217284,1.217202
324,1.220854,1.220791
325,1.224469,1.224408
326,1.228061,1.227993
327,1.23174,1.231564
328,1.235436,1.235214
329,1.239127,1.238885
330,1.242708,1.242449
331,1.246377,1.246047
332,1.249969,1.249697
333,1.253675,1.2534
334,1.257236,1.257035
335,1.260794,1.260616
336,1.264519,1.264172
337,1.268169,1.267787
338,1.271904,1.27142
339,1.275512,1.275049
340,1.279119,1.278704
341,1.282862,1.282289
342,1.2864,1.285879
343,1.290083,1.289481
344,1.293786,1.293101
345,1.297439,1.296762
346,1.301103,1.300306
347,1.304767,1.303906
348,1.308352,1.307495
349,1.312075,1.31111
350,1.315698,1.314672
351,1.319475,1.318316
352,1.3231,1.322175
353,1.326721,1.325706
354,1.332025,1.32932
355,1.3362,1.332922
356,1.339862,1.336578
357,1.343592,1.340239
358,1.347244,1.343806
359,1.3508,1.34746
360,1.354544,1.351087
361,1.358125,1.354756
362,1.361869,1.360014
363,1.365482,1.364195
364,1.369175,1.369501
365,1.374461,1.373606
366,1.378646,1.37891
367,1.382252,1.383193
368,1.3858,1.386831
369,1.391079,1.390425
370,1.3952,1.394093
371,1.398827,1.397798
372,1.402565,1.401398
373,1.40615,1.408564
374,1.409858,1.412283
375,1.413488,1.415841
376,1.417065,1.419514
377,1.420752,1.423125
378,1.424319,1.426827
379,1.427908,1.430458
380,1.431507,1.434075
381,1.435148,1.437672
382,1.438757,1.441273
383,1.442371,1.44487
384,1.44598,1.448527
385,1.449704,1.452152
386,1.453285,1.457595
387,1.456933,1.461578
388,1.460471,1.46516
389,1.46419,1.468858
390,1.467861,1.474431
391,1.471596,1.478514
392,1.47519,1.482243
393,1.478769,1.485907
394,1.48235,1.489566
395,1.485983,1.493147
396,1.489661,1.496841
397,1.493317,1.500453
398,1.496942,1.504141
399,1.500713,1.507864
400,1.504365,1.511487
401,1.508052,1.515174
402,1.511638,1.518844
403,1.515379,1.522412
404,1.519038,1.526054
405,1.522711,1.529695
406,1.526315,1.533439
407,1.529906,1.537041
408,1.533494,1.540639
409,1.537167,1.544277
410,1.540721,1.547916
411,1.544332,1.551483
412,1.547961,1.555212
413,1.551636,1.558824
414,1.555186,1.562418
415,1.558842,1.566024
416,1.562479,1.569604
417,1.566198,1.573201
418,1.569888,1.576779
419,1.573532,1.580449
420,1.577336,1.584049
421,1.580944,1.587749
422,1.584567,1.5913
423,1.588248,1.595041
424,1.5928,1.59866
425,1.596888,1.602289
426,1.600584,1.605923
427,1.604253,1.609478
428,1.607957,1.61315
429,1.61173,1.61672
430,1.615346,1.620464
431,1.618944,1.624062
432,1.6226,1.627712
433,1.626426,1.633268
434,1.630002,1.6372
435,1.633682,1.640806
436,1.637294,1.644418
437,1.640969,1.648093
438,1.644652,1.651808
439,1.648353,1.65552
440,1.651992,1.659096
441,1.655632,1.662862
442,1.659292,1.666541
443,1.662867,1.670114
444,1.666542,1.673871
445,1.670194,1.677498
446,1.673842,1.681181
447,1.677415,1.684864
448,1.681167,1.688589
449,1.684765,1.692156
450,1.688507,1.695798
451,1.692111,1.699481
452,1.695736,1.703116
453,1.701,1.708581
454,1.705153,1.71256
455,1.710336,1.716237
456,1.714498,1.719852
457,1.718111,1.723541
458,1.721856,1.727094
459,1.725444,1.730795
460,1.730919,1.734467
461,1.735092,1.738128
462,1.738775,1.741802
463,1.742367,1.745389
464,1.745969,1.749019
465,1.749606,1.752718
466,1.753219,1.757247
467,1.757721,1.761351
468,1.761754,1.764939
469,1.76538,1.768664
470,1.768963,1.772402
471,1.772519,1.775952
472,1.776148,1.779537
473,1.782313,1.783124
474,1.786367,1.786749
475,1.789929,1.790364
476,1.793531,1.795514
477,1.797205,1.799718
478,1.800759,1.803329
479,1.80428,1.806958
480,1.807946,1.810566
481,1.811623,1.814197
482,1.815148,1.817802
483,1.818736,1.821379
484,1.822334,1.824927
485,1.825913,1.828497
486,1.829469,1.833675
487,1.83309,1.837879
488,1.836621,1.841427
489,1.841083,1.84515
490,1.844917,1.848823
491,1.848511,1.852314
492,1.852121,1.855906
493,1.855729,1.859474
494,1.859332,1.863042
495,1.86299,1.866712
496,1.866511,1.870337
497,1.870144,1.873989
498,1.873844,1.877579
499,1.877457,1.881096
500,1.881,1.884737
501,1.884624,1.888331
502,1.888125,1.891956
503,1.891749,1.895441
504,1.895321,1.899091
505,1.898882,1.902639
506,1.902417,1.90622
507,1.90594,1.909724
508,1.909592,1.913385
509,1.91314,1.917001
510,1.916698,1.920598
511,1.920494,1.925148
512,1.924938,1.929208
513,1.929171,1.932785
514,1.932907,1.936299
515,1.936484,1.939952
516,1.94009,1.943468
517,1.943652,1.947131
518,1.947342,1.950662
519,1.950969,1.954268
520,1.954532,1.957858
521,1.958176,1.961465
522,1.961692,1.965047
523,1.965259,1.968723
524,1.968838,1.972306
525,1.972392,1.975827
526,1.975953,1.979454
527,1.979588,1.983019
528,1.983215,1.986581
529,1.986796,1.990125
530,1.990425,1.99375
531,1.994013,1.997285
532,1.997578,2.00105
533,2.001159,2.004598
534,2.004752,2.008281
535,2.008261,2.01181
536,2.011909,2.015327
537,2.015594,2.018867
538,2.019146,2.022563
539,2.02274,2.026112
540,2.026255,2.029845
541,2.029919,2.03521
542,2.033546,2.039312
543,2.037097,2.044765
544,2.040609,2.048902
545,2.044188,2.052515
546,2.049617,2.056046
547,2.053588,2.059671
548,2.057209,2.063212
549,2.060784,2.066825
550,2.064457,2.070343
551,2.069638,2.074227
552,2.073909,2.077714
553,2.077446,2.081281
554,2.080974,2.084808
555,2.084582,2.088344
556,2.088126,2.093852
557,2.092528,2.097923
558,2.096738,2.103431
559,2.100236,2.107287
560,2.103811,2.110921
561,2.107495,2.11442
562,2.111036,2.118002
563,2.114573,2.12159
564,2.119907,2.125118
565,2.125492,2.128752
566,2.129738,2.133977
567,2.133236,2.13799
568,2.136882,2.141585
569,2.140442,2.147017
570,2.144034,2.151071
571,2.147594,2.15466
572,2.151223,2.158198
573,2.154824,2.161783
574,2.158469,2.165337
575,2.16203,2.168981
576,2.165638,2.172571
577,2.169244,2.177071
578,2.172796,2.180929
579,2.176326,2.184467
580,2.181567,2.187975
581,2.185688,2.191546
582,2.189225,2.195079
583,2.192784,2.198644
584,2.19639,2.202323
585,2.199998,2.205917
586,2.203526,2.209563
587,2.20719,2.213135
588,2.210773,2.218406
589,2.214411,2.222485
590,2.218003,2.226
591,2.22159,2.229595
592,2.225117,2.233223
593,2.228701,2.236862
594,2.23224,2.240442
595,2.235801,2.244052
596,2.239461,2.247685
597,2.242992,2.25119
598,2.246611,2.254775
599,2.250309,2.258323
600,2.253923,2.261975
601,2.257542,2.265535
602,2.261101,2.269067
603,2.264673,2.272675
604,2.268224,2.276317
605,2.271817,2.279904
606,2.275509,2.283494
607,2.279074,2.2871
608,2.282711,2.290627
609,2.286288,2.294163
610,2.289888,2.297744
611,2.293555,2.301356
612,2.297151,2.304958
613,2.300794,2.308536
614,2.304328,2.312258
615,2.307936,2.315856
616,2.31153,2.319463
617,2.315217,2.323037
618,2.318743,2.326575
619,2.322395,2.330221
620,2.325932,2.333777
621,2.329522,2.337413
622,2.333051,2.341873
623,2.336613,2.34595
624,2.341065,2.349694
625,2.345236,2.353331
626,2.348857,2.357202
627,2.35247,2.360723
628,2.356171,2.364269
629,2.35977,2.367906
630,2.36344,2.371498
631,2.367049,2.375087
632,2.37078,2.37869
633,2.374311,2.384129
634,2.377903,2.388044
635,2.381532,2.391869
636,2.387032,2.395473
637,2.391128,2.399094
638,2.394815,2.402717
639,2.398392,2.406371
640,2.402203,2.409998
641,2.405686,2.415215
642,2.410932,2.41936
643,2.415045,2.422956
644,2.420355,2.426487
645,2.424465,2.430052
646,2.428061,2.433629
647,2.431603,2.437215
648,2.435172,2.440996
649,2.438759,2.444542
650,2.442409,2.448237
651,2.446082,2.453477
652,2.449641,2.457583
653,2.453274,2.461192
654,2.457047,2.464915
655,2.460663,2.468512
656,2.464291,2.472169
657,2.468003,2.475935
658,2.471578,2.479652
659,2.475116,2.485071
660,2.478674,2.489127
661,2.482463,2.492681
662,2.485991,2.49629
663,2.489655,2.499848
664,2.493234,2.503494
665,2.496828,2.506998
666,2.500449,2.510569
667,2.50404,2.514219
668,2.508486,2.517763
669,2.51233,2.521392
670,2.515901,2.525015
671,2.519419,2.528558
672,2.523009,2.532171
673,2.526536,2.535704
674,2.530086,2.539285
675,2.533642,2.544512
676,2.537257,2.548688
677,2.540874,2.55224
678,2.544409,2.5558
679,2.549609,2.561221
680,2.553822,2.56518
681,2.55734,2.568908
682,2.56092,2.57254
683,2.56449,2.576196
684,2.569713,2.579777
685,2.573853,2.583437
686,2.577403,2.58721
687,2.581115,2.590779
688,2.584728,2.594342
689,2.588362,2.597963
690,2.592803,2.601569
691,2.596732,2.605231
692,2.600438,2.608798
693,2.604003,2.61239
694,2.607543,2.615967
695,2.611149,2.619714
696,2.614728,2.623296
697,2.618278,2.626894
698,2.621832,2.630533
699,2.625434,2.634037
700,2.629057,2.637611
701,2.632611,2.641198
702,2.636143,2.644804
703,2.639716,2.648431
704,2.64338,2.652
705,2.647076,2.655613
706,2.650638,2.659265
707,2.654424,2.662909
708,2.658009,2.666552
709,2.661726,2.670154
710,2.66543,2.673767
711,2.669014,2.677379
712,2.672526,2.681013
713,2.676116,2.684658
714,2.679728,2.688279
715,2.683345,2.691975
716,2.687021,2.695577
717,2.69069,2.699186
718,2.694307,2.702788
719,2.697836,2.706338
720,2.701349,2.709927
721,2.70492,2.713485
722,2.708653,2.717079
723,2.712197,2.722592
724,2.715855,2.72664
725,2.71947,2.73035
726,2.724878,2.733954
727,2.728849,2.73759
728,2.732409,2.741161
729,2.736193,2.744723
730,2.739709,2.748271
731,2.74344,2.751938
732,2.74884,2.755544
733,2.753007,2.759207
734,2.757532,2.762756
735,2.761597,2.768038
736,2.765309,2.772125
737,2.768853,2.775823
738,2.772578,2.779661
739,2.776051,2.783238
740,2.779732,2.78689
741,2.783278,2.790583
742,2.78683,2.794267
743,2.790611,2.797935
744,2.794111,2.801459
745,2.797693,2.804998
746,2.801268,2.808609
747,2.804886,2.812294
748,2.808747,2.81605
749,2.812318,2.821275
750,2.815941,2.825502
751,2.81957,2.82901
752,2.823191,2.832565
753,2.826941,2.83615
754,2.830634,2.839936
755,2.835826,2.843517
756,2.839991,2.847248
757,2.844526,2.850931
758,2.848486,2.85464
759,2.852174,2.858325
760,2.855888,2.861877
761,2.859466,2.865444
762,2.863136,2.869138
763,2.866778,2.872829
764,2.870316,2.876529
765,2.87392,2.880171
766,2.877513,2.88379
767,2.881076,2.887581
768,2.884687,2.891254
769,2.888293,2.894836
770,2.891897,2.898436
771,2.895591,2.902073
772,2.899168,2.905759
773,2.902878,2.909532
774,2.906505,2.91504
775,2.910243,2.919267
776,2.913884,2.922931
777,2.91754,2.926596
778,2.921215,2.930183
779,2.924772,2.935646
780,2.928391,2.939832
781,2.93387,2.943479
782,2.93803,2.947054
783,2.941636,2.950781
784,2.945326,2.954365
785,2.948907,2.958006
786,2.95247,2.961846
787,2.956074,2.965411
788,2.959678,2.969063
789,2.963203,2.972715
790,2.966868,2.97629
791,2.970507,2.979936
792,2.974124,2.985244
793,2.977793,2.989398
794,2.981332,2.993052
795,2.984959,2.996725
796,2.988491,3.000309
797,2.992101,3.003888
798,2.995826,3.007546
799,2.999384,3.011134
800,3.003016,3.014673
801,3.007613,3.018332
802,3.011636,3.021894
803,3.015243,3.025511
804,3.018872,3.029083
805,3.022449,3.0327
806,3.026205,3.036302
807,3.029766,3.039992
808,3.033474,3.043502
809,3.037067,3.047167
810,3.04338,3.050819
811,3.047657,3.054344
812,3.051295,3.059729
813,3.054968,3.06384
814,3.060332,3.06751
815,3.064495,3.07124
816,3.069917,3.074886
817,3.07418,3.078582
818,3.077807,3.082121
819,3.081458,3.085773
820,3.086805,3.089459
821,3.090955,3.093071
822,3.09458,3.096807
823,3.098318,3.100448
824,3.101838,3.10415
825,3.105395,3.107798
826,3.109051,3.111359
827,3.112605,3.114961
828,3.116268,3.118584
829,3.119868,3.122242
830,3.123557,3.125996
831,3.127182,3.129594
832,3.130774,3.133223
833,3.13428,3.136879
834,3.137845,3.140527
835,3.141441,3.144134
836,3.14517,3.147719
837,3.148778,3.153179
838,3.152409,3.157167
839,3.156107,3.162458
840,3.159734,3.166557
841,3.163366,3.170131
842,3.167041,3.173721
843,3.170634,3.177334
844,3.174353,3.180888
845,3.177936,3.184519
846,3.181499,3.188198
847,3.185151,3.191838
848,3.188791,3.195511
849,3.192441,3.199038
850,3.196022,3.202631
851,3.199728,3.206223
852,3.203366,3.209769
853,3.206934,3.21335
854,3.210537,3.216965
855,3.214197,3.22054
856,3.217862,3.224177
857,3.221463,3.227807
858,3.225139,3.231492
859,3.228789,3.2351
860,3.232382,3.238853
861,3.235978,3.2425
862,3.23952,3.247809
863,3.243128,3.251861
864,3.246772,3.255419
865,3.250368,3.259007
866,3.253968,3.262594
867,3.257512,3.266225
868,3.261355,3.269804
869,3.264932,3.273463
870,3.268624,3.277077
871,3.274097,3.280709
872,3.278093,3.284359
873,3.281682,3.28808
874,3.28536,3.291663
875,3.288933,3.295215
876,3.292716,3.298834
877,3.296307,3.302415
878,3.299922,3.305986
879,3.303659,3.309557
880,3.307268,3.313188
881,3.310824,3.316823
882,3.314401,3.320463
883,3.318199,3.324073
884,3.32172,3.327736
885,3.325311,3.331404
886,3.328901,3.334969
887,3.332574,3.33869
888,3.336243,3.342292
889,3.339868,3.345882
890,3.343453,3.349426
891,3.347005,3.353042
892,3.350628,3.356644
893,3.35423,3.360236
894,3.357722,3.363888
895,3.361376,3.367442
896,3.364918,3.371067
897,3.368474,3.374784
898,3.372028,3.378532
899,3.375691,3.382211
900,3.379359,3.385838
901,3.383012,3.391223
902,3.386566,3.396736
903,3.39027,3.400844
904,3.393976,3.404431
905,3.397564,3.408077
906,3.401239,3.411646
907,3.406541,3.415315
908,3.410686,3.418896
909,3.414307,3.422603
910,3.417882,3.426282
911,3.421457,3.429886
912,3.425947,3.433461
913,3.429853,3.437119
914,3.433681,3.442596
915,3.437178,3.446817
916,3.440705,3.450588
917,3.44593,3.454175
918,3.450056,3.457831
919,3.453681,3.461492
920,3.457301,3.465094
921,3.460897,3.468761
922,3.464545,3.472457
923,3.468137,3.4761
924,3.471799,3.479702
925,3.47551,3.48343
926,3.479116,3.487042
927,3.482714,3.490729
928,3.486264,3.494332
929,3.489816,3.499809
930,3.49356,3.503828
931,3.497187,3.507415
932,3.500886,3.511101
933,3.504468,3.514729
934,3.508053,3.518322
935,3.511666,3.522102
936,3.515349,3.525821
937,3.519035,3.529486
938,3.522549,3.533059
939,3.526264,3.53668
940,3.529897,3.540261
941,3.53352,3.543892
942,3.537174,3.547471
943,3.540818,3.552798
944,3.544547,3.556849
945,3.548139,3.560555
946,3.551687,3.564219
947,3.555268,3.567761
948,3.558878,3.571344
949,3.562545,3.574896
950,3.566174,3.578511
951,3.569783,3.582171
952,3.573387,3.585742
953,3.577043,3.589409
954,3.580737,3.592915
955,3.584322,3.596621
956,3.587947,3.600232
957,3.59253,3.603919
958,3.596564,3.607498
959,3.600249,3.61114
960,3.603822,3.614727
961,3.607416,3.618323
962,3.611024,3.622021
963,3.614612,3.625663
964,3.618253,3.629246
965,3.621875,3.632917
966,3.625531,3.636538
967,3.629143,3.640155
968,3.632737,3.643742
969,3.636362,3.647315
970,3.64001,3.650965
971,3.643691,3.654548
972,3.647366,3.658205
973,3.650943,3.661822
974,3.654589,3.665467
975,3.658189,3.669276
976,3.661795,3.672844
977,3.665316,3.676484
978,3.668966,3.680053
979,3.67258,3.683669
980,3.67631,3.687271
981,3.679858,3.690957
982,3.683528,3.69459
983,3.68721,3.698259
984,3.690829,3.701903
985,3.694397,3.705736
986,3.698045,3.709278
987,3.701637,3.713026
988,3.705247,3.716572
989,3.708762,3.720272
990,3.714183,3.725603
991,3.718176,3.729788
992,3.721772,3.735236
993,3.725349,3.739297
994,3.728958,3.742965
995,3.732556,3.746611
996,3.736168,3.750168
997,3.739795,3.753793
998,3.74536,3.757517
999,3.749199,3.761113
1000,3.752889,3.764794
1001,3.758428,3.768413
1002,3.762533,3.77212
1003,3.766176,3.775765
1004,3.769758,3.779659
1005,3.773337,3.783319
1006,3.776935,3.786994
1007,3.780637,3.790603
1008,3.785937,3.794244
1009,3.790051,3.799719
1010,3.793697,3.803874
1011,3.79727,3.807463
1012,3.801043,3.811194
1013,3.80456,3.814776
1014,3.808249,3.818478
1015,3.811831,3.822201
1016,3.815435,3.825972
1017,3.819012,3.829611
1018,3.822597,3.833394
1019,3.826164,3.838778
1020,3.829758,3.842915
1021,3.833504,3.846613
1022,3.837212,3.850286
1023,3.840825,3.853838
1024,3.844372,3.857507
1025,3.848039,3.861165
1026,3.851672,3.864765
1027,3.855356,3.86848
1028,3.858903,3.872178
1029,3.864378,3.875949
1030,3.868466,3.879688
1031,3.872128,3.88324
1032,3.875693,3.886915
1033,3.879391,3.890478
1034,3.883058,3.894032
1035,3.886714,3.89769
1036,3.890297,3.901292
1037,3.893908,3.905042
1038,3.897527,3.908634
1039,3.901191,3.91224
1040,3.904795,3.915928
1041,3.908383,3.919459
1042,3.912053,3.926178
1043,3.915645,3.930165
1044,3.919331,3.933815
1045,3.922947,3.937407
1046,3.926558,3.941107
1047,3.930195,3.944807
1048,3.933868,3.94839
1049,3.937458,3.953871
1050,3.941024,3.957942
1051,3.944643,3.961536
1052,3.948237,3.965215
1053,3.951933,3.968878
1054,3.955604,3.972576
1055,3.959175,3.976176
1056,3.962891,3.979803
1057,3.966574,3.983459
1058,3.970199,3.987119
1059,3.973781,3.990843
1060,3.977454,3.994453
1061,3.981126,3.998124
1062,3.984783,4.001853
1063,3.98842,4.005551
1064,3.992139,4.009232
1065,3.995895,4.012936
1066,3.999435,4.016803
1067,4.003087,4.02043
1068,4.007572,4.024119
1069,4.011672,4.027813
1070,4.015385,4.031665
1071,4.019022,4.035293
1072,4.022804,4.039082
1073,4.026546,4.042865
1074,4.030425,4.04654
1075,4.035754,4.050228
1076,4.039998,4.05749
1077,4.0436,4.06179
1078,4.047243,4.065464
1079,4.052593,4.069343
1080,4.056683,4.074655
1081,4.060518,4.079099
1082,4.064064,4.08438
1083,4.069345,4.088736
1084,4.073608,4.093174
1085,4.077193,4.097403
1086,4.081093,4.100982
1087,4.084637,4.104559
1088,4.090941,4.108551
1089,4.095362,4.113957
1090,4.099639,4.118176
1091,4.103047,4.121615
1092,4.106729,4.125255
1093,4.110243,4.129038
1094,4.115422,4.132559
1095,4.119833,4.136286
1096,4.123381,4.139922
1097,4.126989,4.143501
1098,4.130577,4.147082
1099,4.13415,4.154828
1100,4.137716,4.158401
1101,4.145081,4.162103
1102,4.149233,4.165716
1103,4.152797,4.169278
1104,4.156458,4.173672
1105,4.160147,4.178086
1106,4.163829,4.18167
1107,4.167422,4.186943
1108,4.170991,4.191126
1109,4.175512,4.1948
1110,4.179508,4.198324
1111,4.183099,4.201909
1112,4.1867,4.205698
1113,4.190172,4.20927
1114,4.195568,4.216782
